sample	num_seqs	sum_len	min_len	avg_len	max_len	N50	N50_num	GC(%)	nReads	Shannon index	Viral_Count	Viral_Min_len	Viral_Max_len	Viral_Mean_len	Viral_Total_len	Viral_N50_len	Continent	Country
SRR12516181	560309	571633959	200	1020.2	592499	1526	11053	48.43	85248019	5.67352	536	5003	134046	14916.63	7995313	20297	Asia	China
SRR12516182	497378	509063657	200	1023.5	786576	1565	10584	51.1	81045382	5.41939	436	5015	155130	15717.27	6852731	23078	Asia	China
SRR12710904	747799	586222363	200	783.9	353435	859	10898	44.93	126176992	5.55696	620	5000	174518	16900.41	10478255	25562	Asia	China
SRR12710905	340259	415279640	200	1220.5	383459	2721	9639	46.12	120426289	5.36041	679	5001	262013	18451.57	12528618	31973	Asia	China
SRR12710906	451629	484447753	200	1072.7	432899	1768	10347	47.09	114403135	5.66949	1089	5002	211950	17082.25	18602565	27445	Asia	China
SRR12710907	1191955	669183989	200	561.4	256752	550	6761	42.89	111950157	4.57908	272	5032	256752	22156.31	6026515	39106	Asia	China
SRR12710908	1452685	869167250	200	598.3	705047	587	8529	43.46	130733586	4.76953	387	5004	192816	19254.09	7451332	36077	Asia	China
SRR12710909	1364546	790304626	200	579.2	251637	583	6692	43.05	98393596	4.60564	226	5002	159715	16480.73	3724644	32271	Asia	China
SRR12710913	1491159	924762271	200	620.2	370842	606	9521	43.91	119602359	5.18874	441	5007	214558	16778.06	7399123	24659	Asia	China
SRR12710914	1181793	757300535	200	640.8	177101	660	7470	47.6	98127833	4.67316	167	5022	82386	12302.99	2054600	15617	Asia	China
SRR12710915	886057	559213264	200	631.1	636257	592	8899	44.41	107420660	5.08669	400	5014	250894	19362.77	7745109	34102	Asia	China
SRR12710916	358495	412890109	200	1151.7	705597	1997	9039	47.12	101515904	5.653	779	5004	200568	17306.86	13482045	27292	Asia	China
SRR12710917	1372885	816669524	200	594.9	365661	584	8679	43.34	122324153	4.99289	372	5012	177755	15655.8	5823959	22980	Asia	China
SRR12710918	393391	463250717	200	1177.6	427930	2160	10278	45.62	143891508	5.21313	737	5002	291839	19885.41	14655548	36181	Asia	China
SRR12710919	312349	348057531	200	1114.3	292222	2001	8680	47.01	109957597	2.7037	559	5020	250515	18781.68	10498961	33366	Asia	China
SRR12710920	1299323	869530364	200	669.2	248549	692	9143	44.9	121432072	6.44169	1015	5001	248549	11718.37	11894143	13223	Asia	China
SRR12710921	1186965	776901718	200	654.5	289837	678	7896	45.14	103671103	6.23725	756	5004	184422	11296.23	8539948	12539	Asia	China
SRR12710922	1430157	941799160	200	658.5	307536	674	9643	45.07	131176635	6.67012	1198	5002	187202	12818.55	15356620	15022	Asia	China
SRR12710923	1414237	907939528	200	642.0	173528	658	8163	45.27	116445643	6.08507	709	5008	173528	11870.1	8415903	13492	Asia	China
SRR12710924	1422717	929899971	200	653.6	205381	668	8882	44.78	129969574	6.41898	1176	5001	168031	11999.21	14111076	14160	Asia	China
SRR12710925	1159309	815368750	200	703.3	156545	765	8966	46.7	101734582	5.10766	425	5000	82386	10449.14	4440883	11016	Asia	China
SRR12710926	1048935	692529080	200	660.2	88152	684	8217	45.05	88081396	6.56971	1120	5000	88152	11023.61	12346446	12291	Asia	China
SRR12710927	991633	676761931	200	682.5	183050	719	8284	45.16	88802764	6.28319	897	5001	183050	12520.02	11230460	14688	Asia	China
SRR12710928	1009309	622100877	200	616.4	264184	623	7053	45.59	88512450	6.35456	900	5009	264184	11892.46	10703212	13636	Asia	China
SRR12710929	1147897	741628922	200	646.1	195555	664	7882	46.0	99261623	6.46307	1119	5001	195555	13183.48	14752318	16790	Asia	China
SRR12710930	1327254	916029363	200	690.2	227366	738	8731	46.23	118881411	6.80596	1491	5000	186627	13990.8	20860283	19931	Asia	China
SRR12710931	1609632	1070657684	200	665.2	272662	692	9122	45.69	136132829	6.84582	1390	5001	111465	13792.36	19171377	17665	Asia	China
SRR12710932	1100143	844127332	200	767.3	362102	854	10646	44.38	116470995	6.52639	1232	5000	362102	17883.06	22031936	30756	Asia	China
SRR12710933	960598	756202647	200	787.2	279416	893	10769	44.92	110765094	5.76304	570	5004	203166	13093.69	7463402	16993	Asia	China
SRR12710934	1246165	825910154	200	662.8	218108	692	8157	45.28	107973138	6.61315	1348	5000	185869	12906.34	17397742	15243	Asia	China
SRR12710935	958699	733296740	200	764.9	396131	864	10084	47.99	101065275	5.56387	742	5005	101110	11519.78	8547679	12892	Asia	China
SRR12710936	1641109	924561578	200	563.4	318911	579	5380	42.51	107505893	5.20102	406	5002	211673	15225.23	6181444	22135	Asia	China
SRR12710937	849251	608583605	200	716.6	192355	770	8837	45.27	85158362	5.59392	505	5013	135682	11200.6	5656304	12609	Asia	China
SRR12710938	1148086	726720173	200	633.0	152683	650	7456	45.06	94861748	6.23593	838	5003	128663	10938.09	9166123	12207	Asia	China
SRR12710939	884454	562881567	200	636.4	136404	641	7412	45.01	79638897	6.44525	895	5010	114216	13136.22	11756913	16582	Asia	China
SRR12710948	1124053	740135257	200	658.5	220712	678	8211	46.9	110220952	5.00374	425	5002	145529	11653.76	4952847	12765	Asia	China
SRR12710959	739859	515701481	200	697.0	456833	720	7814	47.63	105489066	4.21187	276	5019	100901	15193.75	4193475	21696	Asia	China
SRR12710970	1212593	742691712	200	612.5	122219	628	6864	47.36	108617064	4.53254	220	5027	54735	9717.14	2137770	10477	Asia	China
SRR12710972	1369592	898890926	200	656.3	158847	679	8712	45.27	119931850	6.50531	1193	5001	117390	12720.02	15174982	15383	Asia	China
SRR12710973	1047530	674678668	200	644.1	202940	661	7570	45.09	93686406	6.53174	1207	5004	202940	13308.11	16062889	15804	Asia	China
SRR12710974	1149190	800877037	200	696.9	169512	731	9956	44.26	115385548	6.39003	1059	5002	165953	13632.23	14436527	17661	Asia	China
SRR12710975	1213686	738985231	200	608.9	119547	617	6991	45.43	101843353	6.15276	781	5000	119547	11697.4	9135672	13540	Asia	China
SRR12710976	1327254	866965540	200	653.2	195154	678	8201	45.67	108658774	6.70549	1219	5001	195154	12313.65	15010341	14624	Asia	China
SRR12710977	869565	565212165	200	650.0	346356	661	7501	44.98	76491737	6.35665	844	5007	163371	12744.24	10756136	15300	Asia	China
SRR12710978	1072214	768297521	200	716.6	335772	768	9265	47.01	105817627	5.51258	427	5002	142869	11894.5	5078950	13618	Asia	China
SRR12710979	1180992	832897329	200	705.3	248308	752	9014	45.48	111426923	6.29777	946	5004	135281	13544.48	12813074	17516	Asia	China
SRR12710980	1088155	818778114	200	752.4	520130	836	9992	45.17	113104318	5.98627	995	5002	184993	12481.55	12419145	14780	Asia	China
SRR12710981	1074055	772878024	200	719.6	347240	765	9782	45.26	105995160	6.91211	1659	5003	347240	14529.01	24103629	20030	Asia	China
SRR12710982	1013021	792023007	200	781.8	241887	870	10741	44.49	98157456	6.96987	1656	5000	241887	14941.73	24743501	20153	Asia	China
SRR12710983	1260845	873274610	200	692.6	160090	739	9005	45.49	107251535	6.21484	813	5003	160090	11795.73	9589927	13753	Asia	China
SRR12710984	936562	626980164	200	669.4	97094	685	8680	45.16	87946794	6.6564	1395	5001	97094	11933.83	16647690	13359	Asia	China
SRR12710985	1399121	937889203	200	670.3	185402	702	8659	45.82	117296636	6.48278	1237	5004	185402	12642.62	15638923	14832	Asia	China
SRR12710986	1193898	825937150	200	691.8	239303	736	8583	46.56	101823905	6.23786	744	5001	239303	13089.13	9738313	16247	Asia	China
SRR12710987	1328807	896873363	200	674.9	318417	708	8518	45.8	108889618	6.5043	973	5000	249091	13353.45	12992911	16937	Asia	China
SRR12710988	1267527	824763635	200	650.7	254790	673	7837	45.41	102212978	6.83693	1251	5003	160892	12450.82	15575982	15048	Asia	China
SRR12710989	1064235	774310561	200	727.6	226433	794	9150	45.31	106754902	5.26841	604	5000	181385	11540.1	6970218	12823	Asia	China
SRR12710990	1441225	1008625601	200	699.8	237813	754	9074	45.79	117862784	6.7707	1512	5002	160864	13286.48	20089152	16306	Asia	China
SRR12710991	1425858	934949638	200	655.7	255665	674	9076	45.0	130076949	6.91041	1539	5005	255665	12721.58	19578517	14748	Asia	China
SRR12710992	990517	654148698	200	660.4	159822	682	8002	44.92	89738637	6.46467	1023	5001	137441	13142.49	13444769	16162	Asia	China
SRR12710993	1334212	877991512	200	658.1	372402	685	8012	46.07	106008662	6.4351	929	5000	372402	14957.59	13895601	21061	Asia	China
SRR12710994	1483431	940507609	200	634.0	161790	655	7922	45.55	121797551	6.66794	1443	5001	161790	12090.85	17447102	13983	Asia	China
SRR12710995	1214425	759839826	200	625.7	149223	644	7232	46.02	98054838	6.2072	747	5001	149223	11428.1	8536794	12491	Asia	China
SRR12710996	1236470	821915947	200	664.7	223888	688	8670	45.18	113125980	6.15168	1036	5000	137491	12121.1	12557461	13913	Asia	China
SRR12710997	1186791	846091233	200	712.9	131964	763	9831	46.08	109674727	6.70972	1295	5000	108505	12268.19	15887308	14230	Asia	China
SRR12710998	1073806	776951125	200	723.5	494993	782	9379	44.31	109546306	6.55859	1406	5001	494993	14933.34	20996273	20806	Asia	China
SRR12710999	1148858	782062520	200	680.7	199575	718	8902	45.1	103913192	5.93685	593	5004	120909	11159.24	6617428	12712	Asia	China
SRR12711000	999568	713387377	200	713.7	197461	772	8799	45.52	93447930	5.70131	476	5002	166827	11136.93	5301177	12049	Asia	China
SRR12711001	1230567	811783990	200	659.7	284823	682	8357	44.49	111095625	6.82011	1564	5000	284823	13146.85	20561668	16647	Asia	China
SRR12711002	1033068	665182749	200	643.9	166394	656	7781	45.86	90643209	6.17068	956	5006	166394	11895.17	11371784	13966	Asia	China
SRR12711003	917385	617691744	200	673.3	156471	708	7735	46.34	79211762	6.2345	853	5006	156471	12256.89	10455125	14585	Asia	China
SRR12711013	1126940	697424930	200	618.9	188012	635	6871	46.57	101012215	4.14044	137	5001	60992	9594.5	1314447	9413	Asia	China
SRR12711024	1010780	634184858	200	627.4	222853	647	7252	47.37	98416472	4.21538	163	5028	47188	12058.12	1965473	14224	Asia	China
SRR12711025	1066062	764057712	200	716.7	289773	767	9135	45.75	103989845	5.83453	546	5001	169396	12322.63	6728154	14196	Asia	China
SRR12711027	561206	505810041	200	901.3	388709	1122	9674	45.03	94127180	6.24599	1379	5005	357798	16925.95	23340883	27502	Asia	China
SRR12711028	643994	430580372	200	668.6	134394	682	7032	44.28	81267838	5.06967	328	5002	93011	12256.09	4019999	14282	Asia	China
SRR12711029	731718	599235073	200	818.9	521383	948	10297	45.5	106890508	6.27216	975	5000	206335	16357.82	15948871	25372	Asia	China
SRR12711030	803905	705312348	200	877.4	553764	1116	11317	45.01	121317480	6.45849	1343	5000	289761	13528.27	18168470	16745	Asia	China
SRR12711031	690865	679788184	200	984.0	692635	1426	12041	45.48	125402344	6.8989	1724	5005	293783	15176.4	26164118	19532	Asia	China
SRR12711032	640716	521170310	200	813.4	350012	961	10453	46.39	112191408	5.52496	585	5004	201010	14263.86	8344360	17987	Asia	China
SRR12711033	1160937	764188061	200	658.3	932446	630	10394	44.7	131814209	4.66902	515	5000	189367	16899.16	8703066	28147	Asia	China
SRR12711034	733430	649753227	200	885.9	557538	1097	10762	45.28	116577412	6.5673	1431	5001	289760	15716.69	22490587	23192	Asia	China
SRR12711035	727501	655442759	200	901.0	493122	1157	11226	44.21	115163350	6.38251	1609	5001	289584	14542.34	23398630	19014	Asia	China
SRR12711036	1146672	750793082	200	654.8	186729	674	8383	45.34	102479976	6.61257	1202	5003	186729	13478.27	16200880	16433	Asia	China
SRR12711037	1137888	752515795	200	661.3	231750	688	8216	46.16	103333816	6.07668	1163	5000	131913	11932.89	13877952	13968	Asia	China
SRR12711038	1116009	744556873	200	667.2	170828	696	8324	46.36	99661007	6.1714	968	5001	170828	12714.14	12307288	14532	Asia	China
SRR12711039	1422294	998310869	200	701.9	176849	754	10306	46.55	132715495	6.25005	934	5001	111739	11949.53	11160865	13539	Asia	China
SRR12711040	1372740	1031669692	200	751.5	210021	839	11407	46.31	138532638	6.89219	1783	5002	127829	12624.57	22509611	14430	Asia	China
SRR12711041	1330805	912210092	200	685.5	130066	726	9182	47.26	118361939	6.29267	1014	5017	119030	10957.1	11110496	12438	Asia	China
SRR12711042	1023667	727879339	200	711.1	298687	764	8906	45.97	96663978	5.08201	808	5006	156879	12542.87	10134641	14266	Asia	China
SRR12711043	1045872	745917600	200	713.2	219352	770	8905	46.56	101902013	5.13284	601	5014	186233	12194.72	7329026	14311	Asia	China
SRR12711044	1297625	882705008	200	680.2	179047	712	9339	46.25	117577741	6.00774	930	5004	132186	12603.63	11721375	14802	Asia	China
SRR12711045	1157303	832808593	200	719.6	210696	775	9729	46.48	115332972	5.77637	1047	5000	204349	12261.54	12837836	13876	Asia	China
SRR12711046	1288065	893039144	200	693.3	180924	739	9538	46.32	116729791	6.17198	1098	5001	180924	12022.95	13201198	13616	Asia	China
SRR12711047	1304787	880795564	200	675.0	171308	702	9177	46.12	118615870	6.29858	1077	5000	171308	13019.44	14021939	15429	Asia	China
SRR12711048	1201043	840932356	200	700.2	322478	742	9636	46.09	112507271	5.63787	1031	5002	142947	12748.43	13143633	14447	Asia	China
SRR12711049	1567464	1108025284	200	706.9	432666	753	10718	45.85	144232589	6.41316	1281	5004	140521	11692.28	14977811	13151	Asia	China
SRR12711050	1603889	1160920487	200	723.8	183663	785	11393	45.91	161983991	5.79635	1625	5000	110994	11905.08	19345759	13399	Asia	China
SRR12711051	1203017	845559864	200	702.9	228290	744	9806	45.87	113224737	6.2927	1041	5018	146610	11928.77	12417849	13689	Asia	China
SRR12711052	1319956	950352830	200	720.0	241584	773	10349	45.85	129278224	6.2072	1068	5002	119704	12221.44	13052500	14096	Asia	China
SRR12711053	1204500	842977883	200	699.9	182280	753	9393	46.41	111944552	6.26311	1468	5000	169030	12353.2	18134500	14130	Asia	China
SRR12711054	1051385	736205342	200	700.2	324188	738	9179	46.67	102835034	5.60409	574	5000	82386	11080.83	6360399	12475	Asia	China
SRR12711055	1051174	744538571	200	708.3	492607	750	9097	46.11	106756149	5.60989	521	5008	134458	12069.29	6288099	13644	Asia	China
SRR12711056	718156	590819196	200	822.7	271134	969	10104	45.68	122671482	5.78376	2953	5004	161636	14286.91	42189237	17496	Asia	China
SRR12711057	826496	704887722	200	852.9	395358	1018	10560	44.78	113084720	5.77576	890	5008	220910	16101.79	14330591	24895	Asia	China
SRR12711058	746302	583364795	200	781.7	241551	878	9580	46.11	105547398	5.86546	2606	5000	157023	14140.79	36850891	17533	Asia	China
SRR12711059	1072681	862640082	200	804.2	170421	935	11647	45.05	123868324	5.80743	1895	5004	162585	13563.06	25702005	16092	Asia	China
SRR12711060	962169	742034509	200	771.2	191527	861	10287	44.51	115959434	6.80055	2722	5001	172532	14187.55	38618521	17680	Asia	China
SRR12711061	878409	725119746	200	825.5	331592	951	10842	45.67	114178816	3.6906	1442	5000	194110	15019.48	21658087	18874	Asia	China
SRR12711062	965646	748288460	200	774.9	240754	876	10197	44.98	102416930	5.60607	1456	5001	162585	13256.78	19301869	15349	Asia	China
SRR12711063	1139859	771311898	200	676.7	250517	700	8626	45.16	101978862	7.22446	2886	5001	250517	13702.43	39545217	16982	Asia	China
SRR12711064	1166658	795830501	200	682.1	284263	712	8803	45.71	105391717	6.84687	2320	5002	284263	13771.08	31948910	16771	Asia	China
SRR12711065	1089702	793892443	200	728.5	223530	781	10137	45.8	113058365	6.90291	2658	5000	182073	13597.87	36143131	16216	Asia	China
SRR12711066	1086926	764100481	200	703.0	343862	743	9148	46.16	106919303	5.44232	431	5001	167566	12241.07	5275901	13851	Asia	China
SRR12711067	967969	694059983	200	717.0	273678	763	9209	42.88	115385631	6.53547	1923	5000	183089	13331.87	25637181	15521	Asia	China
SRR12711068	1175820	728052111	200	619.2	448093	631	7208	46.84	104918139	5.10161	245	5000	59880	10830.09	2653371	11668	Asia	China
SRR12711069	660315	589464524	200	892.7	720682	1162	10589	45.5	105483154	6.23678	918	5005	289081	14631.44	13431658	19253	Asia	China
SRR12711070	1002864	802395428	200	800.1	477118	914	11664	45.27	139799222	6.59567	1370	5001	374724	14385.12	19707612	19199	Asia	China
SRR12711071	932235	648971654	200	696.1	382769	691	10215	43.99	107406278	5.94356	755	5010	122931	13998.43	10568813	18648	Asia	China
SRR12711073	148352	253880418	200	1711.3	628046	8168	3989	46.51	109995787	4.71241	430	5001	152083	19194.28	8253540	32541	Asia	China
SRR12711075	1021987	613120891	200	599.9	109568	603	6022	45.04	79745480	6.72932	1224	5003	109568	12394.18	15170480	14477	Asia	China
SRR12711076	996847	644483784	200	646.5	257522	659	7154	45.45	78278573	7.00133	1459	5000	257522	13485.23	19674952	16346	Asia	China
SRR12711077	925081	593381123	200	641.4	368801	644	7236	44.03	78623334	6.57367	1042	5001	164404	13731.37	14308086	17263	Asia	China
SRR12711078	1070501	730705122	200	682.6	303419	703	8803	45.45	95023840	6.36741	1146	5000	155432	12872.83	14752259	14845	Asia	China
SRR12711079	1059244	630805805	200	595.5	86763	605	6102	46.17	94159031	4.89975	176	5021	42572	10840.8	1907980	11609	Asia	China
SRR12711080	1290718	782022507	200	605.9	93873	604	7279	45.34	99169082	7.04221	1498	5000	89739	11234.04	16828588	12601	Asia	China
SRR12711081	1150049	972660294	200	845.8	353329	1008	12456	45.73	132441899	6.83137	2020	5001	223988	14379.09	29045760	19144	Asia	China
SRR12711082	1021256	624764162	200	611.8	105362	605	7435	46.3	92486624	6.11788	666	5011	96231	11271.56	7506860	12308	Asia	China
SRR12711083	1043719	589769138	200	565.1	109053	552	5964	45.69	88658697	6.49604	902	5005	109053	11527.44	10397750	12859	Asia	China
SRR12711084	1146016	709929139	200	619.5	157607	627	6977	46.46	90688802	6.85918	1444	5001	153681	12605.69	18202623	14893	Asia	China
SRR12711085	1338327	834011189	200	623.2	226470	632	7590	46.14	105176939	6.67976	1064	5001	226470	12391.86	13184938	14044	Asia	China
SRR12711086	1173192	731809787	200	623.8	366069	632	7235	46.65	94218782	6.95296	1532	5005	366069	12956.35	19849133	15031	Asia	China
SRR12711087	1174189	866913427	200	738.3	271251	797	9582	45.81	105086664	6.87593	1524	5000	196124	13207.14	20127681	15537	Asia	China
SRR12711088	805654	623122490	200	773.4	328768	866	9545	47.01	94270131	6.10442	715	5007	103560	13571.67	9703742	17575	Asia	China
SRR12711089	1032966	611550443	200	592.0	98159	587	6483	45.01	86308825	6.62529	970	5007	98159	11406.08	11063894	13027	Asia	China
SRR12711090	1052429	662650364	200	629.6	241158	641	7111	46.12	95434678	4.99949	230	5002	131248	10828.73	2490608	11565	Asia	China
SRR12711091	1249162	948526325	200	759.3	276057	830	10895	45.14	118908394	6.9343	1630	5005	276057	13953.86	22744787	18508	Asia	China
SRR12711092	1410648	857610639	200	608.0	184916	611	7399	45.17	110795242	6.94765	1444	5000	184916	12409.78	17919722	14019	Asia	China
SRR12711093	1747003	1202930145	200	688.6	366754	730	9614	46.6	139167166	7.63281	2867	5000	366754	12896.1	36973129	14986	Asia	China
SRR12711094	1415753	867958272	200	613.1	151011	615	7710	44.65	115480518	7.25635	1861	5001	119411	12678.7	23595068	14546	Asia	China
SRR12711095	1260568	792229048	200	628.5	360885	632	7659	44.97	106409851	6.68373	1111	5000	105189	11579.9	12865272	13184	Asia	China
SRR12711096	946494	777572908	200	821.5	276580	961	10698	44.8	101475448	6.63774	1361	5001	276580	14398.14	19595870	18373	Asia	China
SRR12711097	1101424	735180428	200	667.5	168333	689	8190	44.65	94764823	6.60763	1252	5002	163701	13014.55	16294215	15371	Asia	China
SRR12711098	1086135	615504537	200	566.7	144057	555	5887	44.78	85254096	6.64448	1028	5004	87114	11490.46	11812192	13356	Asia	China
SRR12711099	1132276	798054278	200	704.8	211407	740	9250	46.16	99757079	6.81545	1553	5002	157561	13950.77	21665542	17232	Asia	China
SRR12711100	1008272	715921918	200	710.0	179519	753	9240	43.46	118365681	6.69978	2812	5000	158345	12731.85	35801950	14549	Asia	China
SRR12711101	1164251	714451779	200	613.7	260492	614	7181	45.36	101962075	6.60306	1700	5001	141449	12548.3	21332111	14450	Asia	China
SRR12711102	1254864	913139136	200	727.7	175477	785	10290	45.68	127844861	7.50082	3644	5000	175477	12934.76	47134270	14893	Asia	China
SRR12711103	1004313	857847429	200	854.2	370118	1058	11805	44.4	131210975	7.22623	3066	5001	135533	13897.24	42608932	16926	Asia	China
SRR12711104	1181818	805353985	200	681.5	193974	716	8890	45.31	119231365	7.30009	2951	5003	193974	12593.68	37163952	14528	Asia	China
SRR12711105	1209958	864016199	200	714.1	203662	769	9690	45.37	110181081	6.94713	2001	5001	203662	13234.61	26482456	15518	Asia	China
SRR12711106	889541	696248949	200	782.7	177909	898	9971	43.57	109887285	6.69344	2838	5004	159851	13327.09	37822287	15754	Asia	China
SRR12711107	1092573	791357067	200	724.3	273207	787	9229	45.06	105890855	6.62244	2324	5001	215629	13817.11	32110972	17318	Asia	China
SRR12711108	1096940	808091240	200	736.7	371942	799	9992	45.6	107889243	6.96184	2515	5001	371942	14019.48	35258998	17288	Asia	China
SRR12711109	988753	707528566	200	715.6	403493	766	9087	45.72	102327493	5.42296	591	5001	156839	12299.53	7269020	13888	Asia	China
SRR12711110	960530	627515808	200	653.3	126490	677	7618	45.03	98380758	6.32199	1909	5000	126490	12144.93	23184669	13956	Asia	China
SRR12711111	1211912	853380142	200	704.2	205052	735	9876	45.1	114536369	7.10613	2322	5002	205052	13733.78	31889848	16325	Asia	China
SRR12711112	903518	683947278	200	757.0	357388	837	9590	44.74	99397980	6.41866	2514	5003	212047	13914.62	34981349	16842	Asia	China
SRR12711113	1131703	840959339	200	743.1	474843	814	10329	45.34	116330605	6.5523	2375	5003	302692	13860.98	32919822	16937	Asia	China
SRR12711114	1197635	793686894	200	662.7	225781	682	8513	45.5	108565796	6.57759	1931	5005	225781	13238.76	25564052	15417	Asia	China
SRR12711115	1095613	874816651	200	798.5	280999	901	11603	45.67	125661177	6.21665	1108	5002	198689	14719.89	16309635	21619	Asia	China
SRR12711116	501313	559433872	200	1115.9	1087892	1846	10767	44.74	93612770	5.121	703	5002	250162	17400.85	12232798	28345	Asia	China
SRR12711117	1181986	842815938	200	713.1	193334	756	9806	45.99	106328676	6.22255	930	5010	177298	14568.25	13548472	19573	Asia	China
SRR12711118	398473	476437015	200	1195.7	775601	2155	10238	46.14	107919978	5.1627	768	5000	298424	19189.44	14737491	33426	Asia	China
SRR12711119	593459	640780449	200	1079.7	429337	1650	11897	44.86	118320838	5.88557	830	5000	257603	16463.69	13664860	24800	Asia	China
SRR12711120	1074551	748745940	200	696.8	251064	730	9165	45.3	102784082	5.83224	592	5002	118742	11346.3	6717009	12900	Asia	China
SRR12711121	975473	731429965	200	749.8	367369	826	10033	45.52	98343573	6.26724	982	5000	221090	13236.38	12998124	15508	Asia	China
SRR12711122	875968	675364570	200	771.0	375940	855	9839	45.22	86273148	5.98111	773	5002	230448	14493.51	11203487	19355	Asia	China
SRR12711123	1033917	778641924	200	753.1	460737	821	9794	45.56	98690772	6.23495	913	5005	299110	15041.21	13732627	23602	Asia	China
SRR12711124	1253262	972110012	200	775.7	343914	866	11310	45.09	126555918	6.34102	1505	5002	343914	13679.35	20587418	17321	Asia	China
SRR12711125	1258395	903994993	200	718.4	219826	765	10120	45.69	114852237	6.43918	1044	5001	219826	14713.45	15360841	19797	Asia	China
SRR12711126	982374	761741464	200	775.4	292652	866	10183	45.36	100476983	5.35126	795	5000	200670	14236.74	11318209	19684	Asia	China
SRR12711127	882436	654876517	200	742.1	334146	802	9272	45.07	83236631	5.94793	768	5003	190271	14475.67	11117314	19361	Asia	China
SRR12711128	830860	642888051	200	773.8	371373	854	10026	44.94	84156094	6.24771	840	5006	371373	15572.55	13080940	22906	Asia	China
SRR12711129	970825	733561628	200	755.6	179500	836	9612	45.82	89136149	6.08074	690	5001	179500	14114.45	9738973	20044	Asia	China
SRR12711130	747469	644290337	200	862.0	288451	1058	10239	45.0	94524657	5.2416	802	5005	118753	13546.18	10864033	17993	Asia	China
SRR12711131	951142	703464464	200	739.6	231370	809	9829	47.03	102031173	5.72147	607	5000	155476	12824.0	7784167	14950	Asia	China
SRR12711132	428965	469136646	200	1093.6	383870	1863	10200	46.96	126297222	5.65104	797	5010	248777	21681.73	17280340	41729	Asia	China
SRR12711133	1008847	743384877	200	736.9	423537	794	9736	46.32	99437301	5.64833	460	5008	206526	12993.28	5976907	15675	Asia	China
SRR12711134	1081459	751008909	200	694.4	288152	736	8253	45.95	102036894	5.30928	383	5002	139543	12750.15	4883308	14653	Asia	China
SRR12711135	1057544	770861936	200	728.9	416922	791	9641	46.05	103810886	5.82956	490	5000	182309	11408.23	5590033	12606	Asia	China
SRR12711136	1285741	793347678	200	617.0	242301	621	7324	44.19	104965654	6.80867	1225	5000	224293	12502.12	15315099	14290	Asia	China
SRR12711137	1045861	660431014	200	631.5	316671	647	6961	46.27	94035066	4.96209	203	5002	48286	10043.48	2038826	10421	Asia	China
SRR12711138	1069021	744096840	200	696.1	245345	731	8718	45.78	92241447	6.37361	975	5001	245345	13718.61	13375647	17660	Asia	China
SRR12711139	998003	667114522	200	668.4	282676	688	8130	46.11	84266654	6.52237	1082	5000	76795	12014.23	12999395	13798	Asia	China
SRR12711140	1133675	676158984	200	596.4	108250	588	6820	45.5	89498185	6.5692	952	5000	108250	11507.81	10955432	13139	Asia	China
SRR12711141	950333	688125151	200	724.1	162840	778	8774	47.03	91140922	6.3002	970	5000	162840	14007.13	13586918	17823	Asia	China
SRR12711142	1046079	669767088	200	640.3	216694	650	7187	46.67	90965546	6.16701	730	5002	185287	12590.08	9190762	15747	Asia	China
SRR12711143	1496594	1135292857	200	758.6	288689	829	12103	46.02	137751498	7.06212	1802	5002	226309	13362.86	24079878	16374	Asia	China
SRR12711144	1154908	660020061	200	571.5	64577	562	6095	44.79	86979363	6.35296	738	5001	63795	10050.55	7417305	10911	Asia	China
SRR12711145	965366	658195033	200	681.8	212100	702	8769	46.51	89618232	6.10487	818	5002	212100	12810.41	10478919	14206	Asia	China
SRR12711146	940500	724307141	200	770.1	267482	851	10502	47.56	107701359	6.08408	765	5002	212219	13369.87	10227951	15575	Asia	China
SRR12711147	994612	655818323	200	659.4	483844	663	8222	46.42	82960800	6.07331	718	5002	483844	15431.83	11080052	22990	Asia	China
SRR12711148	1053696	718908892	200	682.3	599174	714	8611	46.02	101621591	5.85424	477	5006	102310	11001.31	5247627	12029	Asia	China
SRR12711149	600112	497424275	200	828.9	470719	966	9138	45.14	78734676	5.35879	903	5009	226786	14537.03	13126941	19691	Asia	China
SRR12711150	1026076	858598918	200	836.8	285856	977	11786	45.57	112237056	6.72945	1426	5015	260949	16780.44	23928903	25434	Asia	China
SRR12711151	813444	648918106	200	797.7	345748	905	9869	47.13	85978681	5.70372	827	5006	247342	16082.84	13300511	23742	Asia	China
SRR12711152	904799	625223527	200	691.0	294931	714	8633	44.67	80648522	6.56972	1172	5000	250453	14799.05	17344489	20612	Asia	China
SRR12711154	917492	1052600481	200	1147.3	651125	2112	16209	45.21	294196392	5.52084	1701	5001	189569	16440.61	27965483	23542	Asia	China
SRR12711155	708126	595299268	200	840.7	301516	991	10051	44.55	78544129	5.70865	806	5004	228448	14652.35	11809792	20757	Asia	China
SRR12711156	934973	661811910	200	707.8	291079	731	9145	46.17	83560513	6.11595	611	5004	188450	15185.56	9278376	21924	Asia	China
SRR12711157	591663	442766451	200	748.3	344191	796	8459	45.02	77790928	5.70835	572	5000	182168	16644.7	9520767	29175	Asia	China
SRR12711158	856655	967313212	200	1129.2	555659	1919	15151	46.69	199676752	6.08614	1513	5010	399386	17883.87	27058301	29959	Asia	China
SRR12711159	1161975	745378534	200	641.5	175726	664	7527	46.55	105142699	5.6146	367	5009	63453	10554.19	3873389	11302	Asia	China
